tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres
tt10056452	movie	Zombolicious	Zombolicious	0	2019	\N	\N	Comedy
tt10056488	movie	No Time to Run	No Time to Run	0	\N	\N	\N	Drama
tt10056504	movie	Walking Out	Walking Out	0	2017	\N	118	Adventure,Drama,Mystery
tt10056510	movie	Dharma Prabhu	Dharmaprabhu	0	2019	\N	147	Drama,Fantasy
tt10056524	movie	Lesser Evil	Lesser Evil	0	\N	\N	\N	Horror,Thriller
tt10056564	movie	La fin da la val l'è mia la fin dal mund	La fin da la val l'è mia la fin dal mund	0	2018	\N	63	Documentary
tt10056728	movie	Nourathar	Nourathar	0	2014	\N	51	Documentary
tt10057076	movie	As Cores da Serpente	As Cores da Serpente	0	2019	\N	70	Documentary
tt10057306	movie	Game-Changer	Game-Changer	0	\N	\N	\N	Family
tt10057342	movie	The Orchestration of Audrey	The Orchestration of Audrey	0	\N	\N	64	Drama
tt10057796	movie	Best Wishes	Best Wishes	0	2019	\N	\N	Drama
tt10057838	movie	;	;	0	2017	\N	\N	\N
tt10057866	movie	Not Fade Away	Not Fade Away	0	\N	\N	\N	Drama
tt10058356	movie	Leur souffle	Leur souffle	0	2019	\N	120	Documentary
tt10058396	movie	Cocaine. Gangster. Talk.	Cocaine. Gangster. Talk.	0	2019	\N	183	Crime,Drama
tt10058744	movie	Urgence de femme	Urgence de femme	0	2016	\N	\N	Documentary
tt10058864	movie	The Third Strike	The Third Strike	0	\N	\N	88	Crime,Documentary,News
tt10058888	movie	Dropped	Dropped	0	2020	\N	42	Comedy
tt10058890	movie	Lonesome Boy	Lonesome Boy	0	2020	\N	91	Documentary,Drama,Family
tt10058892	movie	The Journey of Monalisa	The Journey of Monalisa	0	2019	\N	92	Biography,Documentary
tt10059088	movie	Little League Charlie	Little League Charlie	0	\N	\N	\N	Biography,Sport
tt10059182	movie	La otra parte	La otra parte	0	\N	\N	\N	Documentary
tt10059220	movie	Blood of God	Khoon-e Khoda	0	2019	\N	\N	Drama
tt10059236	movie	My Second Year in College	Sale dovom daneshkadeh man	0	2019	\N	99	Drama,Romance
tt10059252	movie	Un hombre alado	Un hombre alado	0	2020	\N	\N	Documentary
tt10059254	movie	Devil Put the Coal in the Ground	Devil Put the Coal in the Ground	0	2021	\N	\N	Documentary
tt10059340	movie	Jail Mail	Jail Mail	0	\N	\N	\N	Comedy,Romance
tt10059414	movie	We Stand Corrected	We Stand Corrected	0	2019	\N	90	Documentary
tt10059438	movie	Trust Me, I'm Sick	Trust Me, I'm Sick	0	2020	\N	\N	Documentary
tt10059440	movie	For The Voiceless	For The Voiceless	0	2019	\N	119	Documentary
tt10059478	movie	Frozen Faith: Cryonics and the Quest to Cheat Death	Frozen Faith: Cryonics and the Quest to Cheat Death	0	2016	\N	\N	Documentary
tt10059508	movie	David Mirisch, the Man Behind the Golden Stars	David Mirisch, the Man Behind the Golden Stars	0	2021	\N	84	Documentary
tt10059518	movie	Unhinged	Unhinged	0	2020	\N	90	Action,Thriller
tt10059524	movie	La chienne de vie de Pierre Larouche	La chienne de vie de Pierre Larouche	0	1996	\N	88	Comedy,Drama
tt10059530	movie	And the Winners Are!	And the Winners Are!	0	2019	\N	82	Documentary
tt10059560	movie	Tony Foster: Painting at the Edge	Tony Foster: Painting at the Edge	0	2022	\N	\N	Documentary
tt10059624	movie	Heinz	Heinz	0	2018	\N	\N	Animation
tt10059682	movie	Starting Tonight	Jinye ni he wo	0	1976	\N	\N	Drama,Romance
tt10059746	movie	Noblesse Oblige: The Noblewomen	Noblesse Oblige: The Noblewomen	0	\N	\N	90	Documentary
tt10059756	movie	Bill Viola, expérience de l'infini	Bill Viola, expérience de l'infini	0	2014	\N	52	Documentary
tt10059840	movie	Chippies	The Pitts of Hell	0	\N	\N	\N	Horror
tt10059858	movie	Country Rap: A Documentary	Country Rap: A Documentary	0	\N	\N	\N	Documentary
tt10059868	movie	Aylan Kurdi (Sea of Death)	Aylan Kurdi (Sea of Death)	0	\N	\N	\N	Drama
tt10060094	movie	The Knight Before Christmas	The Knight Before Christmas	0	2019	\N	92	Adventure,Comedy,Drama
tt10060310	movie	Untitled Jordan Vogt-Roberts/Monster Project	Untitled Jordan Vogt-Roberts/Monster Project	0	\N	\N	\N	Horror
tt10060386	movie	Hellcat's Revenge II: Deadman's Hand	Hellcat's Revenge II: Deadman's Hand	0	2019	\N	82	Action,Thriller
tt10060528	movie	Chelmsford	Chelmsford	0	\N	\N	\N	Thriller
tt10060772	movie	HAM: A Musical Memoir	HAM: A Musical Memoir	0	2020	\N	113	Comedy,Documentary,Musical
tt10060902	movie	Second Hand Store Horror Tales	Second Hand Store Horror Tales	0	2018	\N	\N	Horror
tt10061256	movie	Hot Gimmick: Girl Meets Boy	Hot Gimmick: Girl Meets Boy	0	2019	\N	119	Drama
tt10061358	movie	Rosie	Rosie	0	\N	\N	\N	Drama
tt10061426	movie	Three Musketeers	Three Musketeers	0	\N	\N	\N	Action
tt10061452	movie	Iconicity	Iconicity	0	2020	\N	88	Documentary
tt10061464	movie	Gunpoint	Gunpoint	0	2020	\N	107	Thriller
tt10061766	movie	Windfall	Windfall	0	2019	\N	\N	Comedy,Crime,Drama
tt10061822	movie	Your Love Keeps Lifting Me	Your Love Keeps Lifting Me	0	\N	\N	\N	Biography
tt10062082	movie	Then Again	Then Again	0	\N	\N	\N	Drama
tt10062102	movie	Jattan Diyan Dildariyan	Jattan Diyan Dildariyan	0	2016	\N	\N	Drama
tt10062150	movie	Yücel'in Çiçekleri	Yücel'in Çiçekleri	0	2018	\N	69	Documentary,History
tt10062286	movie	Lustrum	Lustrum	0	2018	\N	90	Documentary
tt10062338	movie	Earwig	Earwig	0	\N	\N	\N	Drama
tt10062474	movie	Unmadiyude Maranam	Unmadiyude Maranam	0	2019	\N	78	Fantasy
tt10062480	movie	Vivre l'anarchie	Vivre l'anarchie	0	2019	\N	90	Documentary
tt10062530	movie	Canapa Nostra	Canapa Nostra	0	2019	\N	56	Documentary
tt10062532	movie	Sun Wukong you Taiwan	Sun Wukong you Taiwan	0	1962	\N	\N	Comedy,Musical
tt10062546	movie	Dreux, la vie d'après	Dreux, la vie d'après	0	2017	\N	\N	Documentary
tt10062556	movie	Bhuj: The Pride of India	Bhuj: The Pride of India	0	2021	\N	\N	Action,Drama,History
tt10062572	movie	Bring Out Your Dead	Bring Out Your Dead	0	2019	\N	\N	\N
tt10062606	movie	The Seven Boxes	Les Set Caixes	0	2017	\N	55	Documentary
tt10062612	movie	She Should Run - Cyprus	She Should Run - Cyprus	0	\N	\N	\N	Documentary
tt10062614	movie	Guilty	Guilty	0	2020	\N	119	Drama,Thriller
tt10062628	movie	Sombra	Sombra	0	2021	\N	115	Drama
tt10062634	movie	La casa entre los cactus	La casa entre los cactus	0	\N	\N	\N	Drama,Thriller
tt10062650	movie	O Olho e a Faca	O Olho e a Faca	0	2019	\N	99	Drama,Thriller
tt10062704	movie	Sasha's Hell	Sasha's Hell	0	2019	\N	98	Drama,Horror
tt10062830	movie	Feng Zhiyuan	Feng Zhiyuan	0	2007	\N	\N	War
tt10063028	movie	Puck & Hans - Made in Holland	Puck & Hans - Made in Holland	0	2019	\N	52	Documentary
tt10063040	movie	Lalji Qalandarr	Lalji Qalandarr	0	2019	\N	109	Drama,Musical
tt10063078	movie	Antropofaga Makumba	Antropofaga Makumba	0	2018	\N	86	Drama
tt10063192	movie	Memoria	Memoria	0	2019	\N	\N	Drama
tt10063362	movie	Flight of the Birds	Flight of the Birds	0	\N	\N	\N	Drama
tt10063548	movie	Changing the Devil	Changing the Devil	0	2020	\N	\N	\N
tt10063580	movie	Cyberlante	Cyberlante	0	2020	\N	73	Thriller
tt10063814	movie	Cartas da Bessarábia	Cartas da Bessarábia	0	2016	\N	\N	Documentary
tt10063934	movie	Bigfoot: The Legend is Real	Bigfoot: The Legend is Real	0	2020	\N	81	Documentary
tt10063976	movie	Knock Down	Knock Down	0	2018	\N	\N	Documentary
tt10064022	movie	Basha	Basha	0	\N	\N	\N	Drama
tt10064076	movie	Savage	Savage	0	1985	\N	\N	Thriller
tt10064082	movie	Shoot	Shoot	0	\N	\N	\N	Drama
tt10064134	movie	The Reunion	The Reunion	0	\N	\N	\N	Drama
tt10064234	movie	Filho Da Terra	Filho Da Terra	0	\N	\N	\N	Action
tt10064270	movie	Jaddi Sardar	Jaddi Sardar	0	2019	\N	150	Action,Drama,Romance
tt10064284	movie	Dear Cochise	Dear Cochise	0	\N	\N	80	Biography,Documentary
tt10064326	movie	Hypnotisøren	Hypnotisøren	0	\N	\N	100	Drama
tt10064354	movie	Inland	Inland	0	2019	\N	95	Documentary
tt10064368	movie	Anak Bangsa	Anak Bangsa	0	\N	\N	\N	Action
tt10064406	movie	Syn Natsii	Syn Natsii	0	\N	\N	\N	Action
tt10064418	movie	Someone Else	Someone Else	0	\N	\N	\N	\N
tt10064448	movie	Because We Are Girls	Because We Are Girls	0	2019	\N	85	Documentary
tt10064452	movie	1568	1568	0	\N	\N	\N	Drama
tt10064498	movie	Kuni No Musuko	Kuni No Musuko	0	\N	\N	\N	Action
tt10064518	movie	Web of Conspiracy	Web of Conspiracy	0	\N	\N	\N	Action,Mystery,Thriller
tt10064520	movie	Fighting Blind	Fighting Blind	0	\N	\N	\N	Biography,Drama,Sport
tt10064536	movie	Untitled Disney Marvel Film	Untitled Disney Marvel Film	0	2022	\N	\N	Action
tt10064562	movie	Charismatic Megafauna	Charismatic Megafauna	0	2019	\N	\N	Documentary
tt10064596	movie	El son del chile frito	El son del chile frito	0	2019	\N	61	Documentary
tt10064660	movie	Myaav	Myaav	0	2008	\N	105	Horror
tt10064662	movie	Hermann and Me	Hermann and Me	0	\N	\N	\N	Drama
tt10064716	movie	Wu ni wo hui si	Wu ni wo hui si	0	1961	\N	\N	Drama
tt10064728	movie	Inverse Everest	Inverse Everest	0	2019	\N	\N	Documentary
tt10064766	movie	A Song for Hope	A Song for Hope	0	\N	\N	\N	Documentary
tt10064828	movie	Man on the Bus	Man on the Bus	0	2019	\N	84	Documentary
tt10064948	movie	Epokalipsa	Epokalipsa	0	2019	\N	180	Horror
tt10065110	movie	Hu bi shi	Hu bi shi	0	1963	\N	\N	Adventure
tt10065268	movie	Nu xia Ye Ming Zhu	Nu xia Ye Ming Zhu	0	1961	\N	\N	Adventure
tt10065274	movie	Rahana	Rahana	0	\N	\N	\N	Horror
tt10065426	movie	He bian chun feng han	He bian chun feng han	0	1957	\N	\N	Drama
tt10065572	movie	Mooso-the Mouse	Mooso-the Mouse	0	\N	\N	89	Drama,Western
tt10065576	movie	The Tiny Life of Butcher Duke	The Tiny Life of Butcher Duke	0	2019	\N	78	Comedy
tt10065626	movie	Liang sha you Taibei	Liang sha you Taibei	0	1969	\N	\N	Comedy
tt10065674	movie	Yu	Yu	0	1968	\N	\N	Drama
tt10065694	movie	Antebellum	Antebellum	0	2020	\N	105	Drama,Horror,Mystery
tt10065734	movie	Zhong guo jian	Zhong guo jian	0	1968	\N	\N	Adventure
tt10065750	movie	My Nudity Means Nothing	Ma nudité ne sert à rien	0	2019	\N	85	Drama
tt10065788	movie	Zhang Di zhao A Zhu	Zhang Di zhao A Zhu	0	1969	\N	102	Musical,Romance
tt10065936	movie	Legacy of The Exorcist	Legacy of The Exorcist	0	\N	\N	\N	Documentary
tt10065944	movie	Hua hu hua lan	Hua hu hua lan	0	1968	\N	\N	Comedy
tt10065976	movie	No Longer Human	Ningen shikkaku: Dazai Osamu to 3-nin no onnatachi	0	2019	\N	120	Biography,Drama,Thriller
tt10066002	movie	Shi niu che	Shi niu che	0	1967	\N	\N	Comedy
tt10066040	movie	The Big Step	Il grande passo	0	2019	\N	96	Comedy
tt10066162	movie	Song of Youth	Lao shi · Hao	0	2019	\N	\N	Drama
tt10066170	movie	Pretty Face	Pretty Face	0	\N	\N	\N	Action
tt10066178	movie	Stuck in the Bush	Stuck in the Bush	0	\N	\N	\N	Comedy
tt10066262	movie	Depois de Ser Cinza	Depois de Ser Cinza	0	2020	\N	\N	Drama
tt10066268	movie	Despair	Despair	0	2019	\N	\N	Drama
tt10066336	movie	That's a wrap!	That's a wrap!	0	\N	\N	90	Comedy
tt10066376	movie	Goa Girls	Goa Girls	0	2016	\N	98	Romance
tt10066396	movie	Dr Prasad c/o sitara	Dr Prasad c/o sitara	0	2018	\N	97	Comedy,Horror,Thriller
tt10066416	movie	The Dumb Fox	The Dumb Fox	0	\N	\N	\N	Comedy
tt10066420	movie	Tree People	Tree People	0	\N	\N	\N	Drama
tt10066432	movie	Sleepless Beauty	Ya ne splyu	0	2020	\N	84	Horror
tt10066462	movie	JJ Colony	JJ Colony	0	2007	\N	\N	Action,Drama
tt10066526	movie	Mantan Manten	Mantan Manten	0	2019	\N	102	Drama,Romance
tt10066560	movie	Innerscape	Innerscape	0	2019	\N	90	Documentary,Drama
tt10066600	movie	In the Maze	In the Maze	0	\N	\N	\N	Crime,Fantasy
tt10066610	movie	Wotan's Daughter	Wotan's Daughter	0	\N	\N	\N	Biography,Drama,Music
tt10066624	movie	Power Play	Power Play	0	1997	\N	90	Sport
tt10066628	movie	Charlie Chaplin: The Making of a Genius	Charlie Chaplin: The Making of a Genius	0	2019	\N	\N	Documentary
tt10066646	movie	Agaton	Agaton	0	2018	\N	45	Biography,Documentary,Drama
tt10066666	movie	A Killer Bargain	A Killer Bargain	0	2006	\N	57	Documentary
tt10066678	movie	Ambrogio Fogar, l'ultimo eroe	Ambrogio Fogar, l'ultimo eroe	0	2005	\N	\N	Adventure
tt10066750	movie	Vainilla	Vainilla	0	\N	\N	\N	Drama
tt10066756	movie	The Happiest Man on Earth	Miehiä ja poikia	0	2019	\N	85	Documentary
tt10066788	movie	Blizhe, chem kazhetsya	Blizhe, chem kazhetsya	0	2016	\N	\N	Drama
tt10066808	movie	Lightships	Lightships	0	\N	\N	\N	Sci-Fi
tt10067316	movie	Bin Awajachi Kathi	Bin Awajachi Kathi	0	\N	\N	\N	Mystery
tt10067502	movie	Totally Crazy	Totally Crazy	0	2017	\N	90	Musical
tt10068096	movie	The Oracle Bone Connection	The Oracle Bone Connection	0	\N	\N	\N	Documentary
tt1006812	movie	15 minutos de gloria	15 minutos de gloria	0	2007	\N	68	Drama
tt10068158	movie	Made in Abyss: Journey's Dawn	Made in Abyss: Tabidachi no Yoake	0	2019	\N	119	Adventure,Animation,Family
tt1006817	movie	Aaplee Maanse	Aaplee Maanse	0	1992	\N	\N	Drama
tt10068184	movie	Futari Ecchi	Futari Ecchi	0	2019	\N	\N	Comedy,Romance
tt1006818	movie	Almost	Almost	0	2002	\N	87	Comedy,Romance
tt10068198	movie	Never Say Goodbye after Graduation	Never Say Goodbye after Graduation	0	\N	\N	\N	Drama
tt1006819	movie	Anak ng lupa	Anak ng lupa	0	1987	\N	\N	Action,Drama
tt1006821	movie	Araki Mataemon	Araki Mataemon	0	1925	\N	157	Action,Drama
tt1006823	movie	The Mugger	El asaltante	0	2007	\N	67	Drama
tt1006826	movie	El azul del cielo	El azul del cielo	0	2007	\N	70	Documentary
tt1006848	movie	Chasing God	Chasing God	0	2004	\N	53	Documentary
tt10068490	movie	I Remember Everything	I Remember Everything	0	\N	\N	\N	Drama
tt10068544	movie	Made in Abyss: Wandering Twilight	Made in Abyss: Hôrô Suru Tasogare	0	2019	\N	110	Adventure,Animation,Fantasy
tt1006855	movie	Hope for the Broken Contender	Hope for the Broken Contender	0	2008	\N	110	Crime,Drama,Sport
tt1006859	movie	Damon and Hunter: Doing It Together	Damon and Hunter: Doing It Together	0	2006	\N	46	Biography,Documentary,Romance
tt1006861	movie	El desierto negro	El desierto negro	0	2007	\N	91	Drama
tt1006865	movie	Die Dreaming	Die Dreaming	0	2003	\N	\N	Thriller
tt1006867	movie	Doubletime	Doubletime	0	2007	\N	80	Documentary
tt10068708	movie	Camp St. Michael	Camp St. Michael	0	\N	\N	\N	Drama
tt10068716	movie	Let Me Be Frank	Let Me Be Frank	0	\N	\N	\N	Comedy,Drama
tt1006873	movie	Estrellas	Estrellas	0	2007	\N	64	Documentary
tt10068758	movie	The Country Singer	The Country Singer	0	\N	\N	88	Comedy
tt1006881	movie	Sweet Revenge	Gei sun yan	0	2007	\N	114	Thriller
tt10068906	movie	Taxi War	Taxi War	0	1986	\N	\N	Drama
tt10068916	movie	Made in Abyss: Dawn of the Deep Soul	Made in Abyss: Fukaki Tamashî no Reimei	0	2020	\N	113	Adventure,Animation,Fantasy
tt1006893	movie	Ibrahim	Ibrahim	0	2007	\N	53	Drama
tt1006901	movie	Journey to the Moon	Journey to the Moon	0	2008	\N	90	Adventure,Comedy,Family
tt1006903	movie	Kartel	Kartel	0	2006	\N	75	Action,Comedy
tt1006904	movie	Kings of the Evening	Kings of the Evening	0	2008	\N	99	Drama
tt10069050	movie	We Put the World to Sleep	We Put the World to Sleep	0	\N	\N	\N	Adventure,Drama,Mystery
tt1006905	movie	Knee Deep	Knee Deep	0	2007	\N	81	Documentary
tt1006907	movie	Last Breath	Last Breath	0	2010	\N	91	Horror
tt1006908	movie	Island Etude	Lian xi qu	0	2006	\N	108	Adventure,Drama
tt10069118	movie	The Kennington Loop	The Kennington Loop	0	\N	\N	\N	Horror
tt10069122	movie	Senseless me	Senseless me	0	2019	\N	84	Documentary
tt10069166	movie	Destination Marfa	Marfa	0	\N	\N	97	Sci-Fi
tt1006917	movie	Tides	La marea	0	2007	\N	75	Drama
tt10069190	movie	Bionic Showgirl	Bionic Showgirl	0	2019	\N	\N	Musical
tt10069208	movie	Scarlet	Scarlet	0	2021	\N	\N	Adventure,Drama,Fantasy
tt1006923	movie	La Navidad de Ofelia y Galván	La Navidad de Ofelia y Galván	0	2007	\N	65	\N
tt1006924	movie	The Nebula Dawn	The Nebula Dawn	0	2006	\N	54	Action,Fantasy,Horror
tt1006925	movie	The Nightingale Princess	The Nightingale Princess	0	2006	\N	46	Drama
tt1006926	movie	One Piece: Dead End Adventure	One piece: Dead end no bôken	0	2003	\N	95	Action,Adventure,Animation
tt1006929	movie	The Other Side of the Tracks	The Other Side of the Tracks	0	2008	\N	92	Drama,Fantasy,Mystery
tt1006931	movie	Pastoraali	Pastoraali	0	1996	\N	54	Drama
tt10069376	movie	619 I 6 M above Standard Elevation Zero	619 I 6 M above Standard Elevation Zero	0	\N	\N	150	Biography,Documentary,Drama
tt1006937	movie	The Interpreter of Black and White Films	Prevodachkata na cherno-beli filmi	0	2007	\N	56	Documentary
tt10069426	movie	Myanmar: An Unholy Alliance	Myanmar: An Unholy Alliance	0	2019	\N	\N	Documentary
tt1006945	movie	My Football Summer	Qi ji de xia tian	0	2006	\N	103	Documentary
tt10069476	movie	Seytan-i Ins	Seytan-i Ins	0	2019	\N	82	Horror
tt10069524	movie	The Cinematic Orchestra - Ma Fleur: Live at the Barbican	The Cinematic Orchestra - Ma Fleur: Live at the Barbican	0	2008	\N	\N	Music
tt1006962	movie	Spielmans Spiel	Spielmans Spiel	0	\N	\N	\N	Drama,History
tt1006964	movie	Clay Fear	Tao qi ren xing	0	2006	\N	96	Horror
tt1006965	movie	Target: The A-Go-Go Generation	Target: The A-Go-Go Generation	0	1967	\N	\N	Musical
tt10069794	movie	Uccisore	Uccisore	0	\N	\N	\N	Horror,Thriller
tt10069800	movie	Encounter	Encounter	0	\N	\N	\N	Horror
tt10069832	movie	Paparazzi for the Dead and Dying	Paparazzi for the Dead and Dying	0	\N	\N	\N	Action
tt10069842	movie	Iluze	Iluze	0	2019	\N	60	Documentary
tt10069972	movie	The Unbendable	The Unbendable	0	2016	\N	75	Drama
tt1007001	movie	Fat: What No One Is Telling You	Fat: What No One Is Telling You	0	2007	\N	120	Documentary
tt1007009	movie	Fiasco Heights	Fiasco Heights	0	\N	\N	\N	Thriller
tt1007014	movie	Man of a Thousand Faces	Man of a Thousand Faces	0	2008	\N	45	Documentary
tt1007018	movie	The Open Road	The Open Road	0	2009	\N	91	Comedy,Drama
tt1007021	movie	The Candlelight Murders	The Candlelight Murders	0	2008	\N	\N	Crime,Drama,Mystery
tt1007026	movie	Cleanflix	Cleanflix	0	2009	\N	92	Crime,Documentary,History
tt1007028	movie	Zack and Miri Make a Porno	Zack and Miri Make a Porno	0	2008	\N	101	Comedy,Romance
tt1007029	movie	The Iron Lady	The Iron Lady	0	2011	\N	105	Biography,Drama
tt1007032	movie	iMurders	iMurders	0	2008	\N	94	Crime,Drama,Horror
tt10070730	movie	Rise of the Machine Girls	Bakuretsu mashin shôjo - bâsuto mashin gâru	0	2019	\N	75	Action
tt10070822	movie	Talia Koleman and the Weave of Light	Talia Koleman and the Weave of Light	0	\N	\N	\N	Action,Adventure,Fantasy
tt10071008	movie	Peng you xiong di	Peng you xiong di	0	1984	\N	98	Thriller
tt10071018	movie	Jokôsei: Nerawareta seifuku	Jokôsei: Nerawareta seifuku	0	1983	\N	62	\N
tt10071022	movie	Nihon chikan daisakusen	Nihon chikan daisakusen	0	1983	\N	63	\N
tt10071038	movie	Gôkan onrei	Gôkan onrei	0	1983	\N	70	\N
tt10071056	movie	Yotsunbai joshi gakusei	Yotsunbai joshi gakusei	0	1983	\N	66	\N
tt10071106	movie	Chikan wa saikô!	Chikan wa saikô!	0	1983	\N	62	\N
tt10071112	movie	Shojo maruchi tsurushi	Shojo maruchi tsurushi	0	1983	\N	61	\N
tt10071120	movie	Renzoku bijo bôkô	Renzoku bijo bôkô	0	1983	\N	61	\N
tt10071122	movie	Pertarungan Iblis Merah	Pertarungan Iblis Merah	0	1988	\N	85	Action
tt10071136	movie	Black River	Black River	0	\N	\N	\N	Horror
tt10071146	movie	Jack Vegas	Jack Vegas	0	\N	\N	\N	Drama
tt10071152	movie	Jokyôshi: Shinu hodo okashite	Jokyôshi: Shinu hodo okashite	0	1983	\N	63	\N
tt10071170	movie	The chikan: Hotondo byôki	The chikan: Hotondo byôki	0	1983	\N	62	\N
tt10071182	movie	Shôjo nawa ningyô	Shôjo nawa ningyô	0	1983	\N	60	\N
tt10071230	movie	Good Girlfriend	Good Girlfriend	1	2018	\N	\N	Adult,Drama,Romance
tt10071234	movie	Jitsuroku the motoko	Jitsuroku the motoko	0	1983	\N	71	\N
tt10071246	movie	Danchi baishun: Hiru shôfu	Danchi baishun: Hiru shôfu	0	1983	\N	63	\N
tt10071252	movie	Nawa de monzetsu	Nawa de monzetsu	0	1983	\N	61	\N
tt10071256	movie	Jûshoku kannô fujin	Jûshoku kannô fujin	0	1983	\N	61	\N
tt10071262	movie	Taste of Friend Daughters	Taste of Friend Daughters	1	2018	\N	\N	Adult,Drama,Romance
tt10071304	movie	Bijo yûkai shiiku	Bijo yûkai shiiku	0	1983	\N	60	\N
tt10071324	movie	Gôkan de mezame	Gôkan de mezame	0	1983	\N	69	\N
tt10071336	movie	Ômata wa hiru hiraku	Ômata wa hiru hiraku	0	1983	\N	71	\N
tt10071342	movie	Private lesson: Meiki kyôiku	Private lesson: Meiki kyôiku	0	1983	\N	64	\N
tt10071348	movie	Hitozuma hentai konomi	Hitozuma hentai konomi	0	1983	\N	61	\N
tt10071352	movie	The Mountain Minor	The Mountain Minor	0	2019	\N	87	Drama
tt10071358	movie	Jûshoku gakuen: Hakuchû rape	Jûshoku gakuen: Hakuchû rape	0	1983	\N	60	\N
tt10071370	movie	Chikan honban densha	Chikan honban densha	0	1983	\N	60	\N
tt10071378	movie	Yûkai misshitsu bôkô	Yûkai misshitsu bôkô	0	1983	\N	64	\N
tt10071388	movie	Career girl: Ranjuku	Career girl: Ranjuku	0	1983	\N	60	\N
tt10071392	movie	Nozoki no memo chô	Nozoki no memo chô	0	1983	\N	68	\N
tt10071400	movie	Jitsuroku yokujô chitai	Jitsuroku yokujô chitai	0	1983	\N	61	\N
tt10071462	movie	Bunker of Blood 07: Killjoys Carnage Caravan	Bunker of Blood 07: Killjoys Carnage Caravan	0	2019	\N	88	Horror
tt10071480	movie	Xiu zhen guo sheng ma li nuo	Xiu zhen guo sheng ma li nuo	0	1985	\N	\N	Drama
tt10071550	movie	Amityville: Where the Echo Lives	Amityville: Where the Echo Lives	0	\N	\N	\N	Horror
tt10071562	movie	Shu ren bu shu zhen	Shu ren bu shu zhen	0	1968	\N	\N	Drama
